Town,date,Count,Tests
Brewster,2020-10-21,125,4464
Bridgewater,2020-10-21,446,19157
Brimfield,2020-10-21,18,1509
Brockton,2020-10-21,5094,62752
Brookfield,2020-10-21,27,1575
Brookline,2020-10-21,529,53080
Buckland,2020-10-21,13,133
Burlington,2020-10-21,352,13216
Cambridge,2020-10-21,1270,212234
Canton,2020-10-21,418,15565
Carlisle,2020-10-21,25,2422
Carver,2020-10-21,94,4579
Charlemont,2020-10-21,3,602
Charlton,2020-10-21,128,7707
Chatham,2020-10-21,35,2603
Chelmsford,2020-10-21,541,19881
Chelsea,2020-10-21,3826,39766
Cheshire,2020-10-21,3,1311
Chester,2020-10-21,6,432
Chesterfield,2020-10-21,8,466
Chicopee,2020-10-21,740,27660
Chilmark,2020-10-21,3,1600
Clarksburg,2020-10-21,9,528
Clinton,2020-10-21,341,7454
Cohasset,2020-10-21,43,3466
Colrain,2020-10-21,3,702
Concord,2020-10-21,209,13758
Conway,2020-10-21,3,943
Cummington,2020-10-21,3,452
Dalton,2020-10-21,25,2626
Danvers,2020-10-21,831,18349
Dartmouth,2020-10-21,550,19778
Dedham,2020-10-21,549,19205
Deerfield,2020-10-21,20,9104
Dennis,2020-10-21,119,5078
Dighton,2020-10-21,85,3222
Douglas,2020-10-21,64,3628
Dover,2020-10-21,30,3362
Dracut,2020-10-21,609,18015
Dudley,2020-10-21,131,16412
Dunstable,2020-10-21,11,1309
Duxbury,2020-10-21,177,8516
East Bridgewater,2020-10-21,239,6084
East Brookfield,2020-10-21,14,911
East Longmeadow,2020-10-21,351,9520
Eastham,2020-10-21,17,1663
Easthampton,2020-10-21,148,15621
Easton,2020-10-21,372,30918
Edgartown,2020-10-21,17,4330
Egremont,2020-10-21,7,410
Erving,2020-10-21,6,894
Essex,2020-10-21,29,1381
Everett,2020-10-21,2525,34016
Fairhaven,2020-10-21,309,9238
Fall River,2020-10-21,2315,51556
Falmouth,2020-10-21,289,18140
Fitchburg,2020-10-21,935,22735
Florida,2020-10-21,3,207
Foxborough,2020-10-21,192,17447
Framingham,2020-10-21,2498,44800
Franklin,2020-10-21,243,14579
Freetown,2020-10-21,134,3697
Gardner,2020-10-21,227,12750
Georgetown,2020-10-21,89,4051
Gill,2020-10-21,3,1619
Gloucester,2020-10-21,382,13163
Goshen,2020-10-21,5,257
Gosnold,2020-10-21,5,110
Grafton,2020-10-21,134,10655
Granby,2020-10-21,54,3343
Granville,2020-10-21,13,669
Great Barrington,2020-10-21,84,8405
Greenfield,2020-10-21,234,10621
Groton,2020-10-21,59,7470
Groveland,2020-10-21,56,3193
Hadley,2020-10-21,53,7455
Halifax,2020-10-21,76,3260
Hamilton,2020-10-21,49,3486
Hampden,2020-10-21,109,2794
Hancock,2020-10-21,3,96
Hanover,2020-10-21,135,6341
Hanson,2020-10-21,155,4733
Hardwick,2020-10-21,10,1127
Harvard,2020-10-21,25,2873
Harwich,2020-10-21,168,5541
Hatfield,2020-10-21,22,1871
Haverhill,2020-10-21,1745,42349
Hawley,2020-10-21,0,42
Heath,2020-10-21,0,207
Hingham,2020-10-21,395,13624
Hinsdale,2020-10-21,5,918
Holbrook,2020-10-21,253,5536
Holden,2020-10-21,176,11575
Holland,2020-10-21,14,1040
Holliston,2020-10-21,123,7808
Holyoke,2020-10-21,1255,27652
Hopedale,2020-10-21,59,3243
Hopkinton,2020-10-21,160,9314
Hubbardston,2020-10-21,11,1947
Hudson,2020-10-21,307,10139
Hull,2020-10-21,89,4306
Huntington,2020-10-21,20,1001
Ipswich,2020-10-21,98,6615
Kingston,2020-10-21,212,7372
Lakeville,2020-10-21,109,4757
Lancaster,2020-10-21,119,3823
Lanesborough,2020-10-21,9,1202
Lawrence,2020-10-21,5611,65170
Lee,2020-10-21,24,2380
Leicester,2020-10-21,204,6631
Lenox,2020-10-21,21,2821
Leominster,2020-10-21,832,22633
Leverett,2020-10-21,5,1629
Lexington,2020-10-21,371,17128
Leyden,2020-10-21,0,84
Lincoln,2020-10-21,53,3824
Littleton,2020-10-21,132,5420
Longmeadow,2020-10-21,263,9659
Lowell,2020-10-21,3840,73917
Ludlow,2020-10-21,192,10617
Lunenburg,2020-10-21,85,4804
Lynn,2020-10-21,5214,65011
Lynnfield,2020-10-21,168,7177
Malden,2020-10-21,1713,42192
Manchester,2020-10-21,27,2237
Mansfield,2020-10-21,249,11620
Marblehead,2020-10-21,289,11098
Marion,2020-10-21,22,6104
Marlborough,2020-10-21,1385,26756
Marshfield,2020-10-21,255,11021
Mashpee,2020-10-21,92,6978
Mattapoisett,2020-10-21,56,2723
Maynard,2020-10-21,99,5674
Medfield,2020-10-21,55,6706
Medford,2020-10-21,1333,72370
Medway,2020-10-21,159,6662
Melrose,2020-10-21,364,21242
Mendon,2020-10-21,46,2750
Merrimac,2020-10-21,47,3125
Methuen,2020-10-21,1521,31691
Middleborough,2020-10-21,360,11126
Middlefield,2020-10-21,0,88
Middleton,2020-10-21,363,5896
Milford,2020-10-21,811,16018
Millbury,2020-10-21,256,6681
Millis,2020-10-21,71,3841
Millville,2020-10-21,34,1184
Milton,2020-10-21,443,28505
Monroe,2020-10-21,3,36
Monson,2020-10-21,78,3781
Montague,2020-10-21,30,4458
Monterey,2020-10-21,3,444
Montgomery,2020-10-21,7,112
Mount Washington,2020-10-21,0,27
Nahant,2020-10-21,51,2021
Nantucket,2020-10-21,137,6954
Natick,2020-10-21,531,21428
Needham,2020-10-21,417,22036
New Ashford,2020-10-21,0,57
New Bedford,2020-10-21,2954,50543
New Braintree,2020-10-21,3,374
New Marlborough,2020-10-21,9,398
New Salem,2020-10-21,3,493
Newbury,2020-10-21,25,3450
Newburyport,2020-10-21,162,11544
Newton,2020-10-21,1076,109243
Norfolk,2020-10-21,46,6262
North Adams,2020-10-21,65,8706
North Andover,2020-10-21,615,46488
North Attleborough,2020-10-21,366,11848
North Brookfield,2020-10-21,27,1954
North Reading,2020-10-21,243,8907
Northampton,2020-10-21,330,26475
Northborough,2020-10-21,276,8845
Northbridge,2020-10-21,368,8508
Northfield,2020-10-21,6,1727
Norton,2020-10-21,210,27880
Norwell,2020-10-21,152,5659
Norwood,2020-10-21,724,18569
Oak Bluffs,2020-10-21,12,2802
Oakham,2020-10-21,11,798
Orange,2020-10-21,52,3929
Orleans,2020-10-21,23,2026
Otis,2020-10-21,3,493
Oxford,2020-10-21,124,6027
Palmer,2020-10-21,93,5380
Paxton,2020-10-21,53,9414
Peabody,2020-10-21,1289,31208
Pelham,2020-10-21,3,431
Pembroke,2020-10-21,164,7403
Pepperell,2020-10-21,83,4524
Peru,2020-10-21,3,180
Petersham,2020-10-21,8,548
Phillipston,2020-10-21,19,590
Pittsfield,2020-10-21,239,20611
Plainfield,2020-10-21,3,266
Plainville,2020-10-21,100,4171
Plymouth,2020-10-21,869,28249
Plympton,2020-10-21,15,1121
Princeton,2020-10-21,9,1968
Provincetown,2020-10-21,30,1872
Quincy,2020-10-21,1617,54975
Randolph,2020-10-21,1141,21358
Raynham,2020-10-21,301,7324
Reading,2020-10-21,368,14513
Rehoboth,2020-10-21,105,4160
Revere,2020-10-21,2997,44624
Richmond,2020-10-21,7,569
Rochester,2020-10-21,57,2185
Rockland,2020-10-21,377,7807
Rockport,2020-10-21,91,2894
Rowe,2020-10-21,0,155
Rowley,2020-10-21,75,3306
Royalston,2020-10-21,3,490
Russell,2020-10-21,25,690
Rutland,2020-10-21,71,4677
Salem,2020-10-21,901,31140
Salisbury,2020-10-21,82,3689
Sandisfield,2020-10-21,8,614
Sandwich,2020-10-21,131,8220
Saugus,2020-10-21,812,18250
Savoy,2020-10-21,3,202
Scituate,2020-10-21,260,8857
Seekonk,2020-10-21,153,4898
Sharon,2020-10-21,199,10264
Sheffield,2020-10-21,21,3441
Shelburne,2020-10-21,10,1791
Sherborn,2020-10-21,27,2297
Shirley,2020-10-21,187,5127
Shrewsbury,2020-10-21,483,21836
Shutesbury,2020-10-21,3,1096
Somerset,2020-10-21,277,9148
Somerville,2020-10-21,1390,118946
South Hadley,2020-10-21,226,12374
Southampton,2020-10-21,41,2915
Southborough,2020-10-21,74,7510
Southbridge,2020-10-21,242,8353
Southwick,2020-10-21,77,4052
Spencer,2020-10-21,108,5830
Springfield,2020-10-21,3979,91799
Sterling,2020-10-21,137,5222
Stockbridge,2020-10-21,15,954
Stoneham,2020-10-21,479,14622
Stoughton,2020-10-21,702,15153
Stow,2020-10-21,40,3817
Sturbridge,2020-10-21,65,4262
Sudbury,2020-10-21,237,10312
Sunderland,2020-10-21,24,7098
Sutton,2020-10-21,85,4433
Swampscott,2020-10-21,185,9002
Swansea,2020-10-21,197,6976
Taunton,2020-10-21,1211,31057
Templeton,2020-10-21,131,4024
Tewksbury,2020-10-21,711,21116
Tisbury,2020-10-21,17,5345
Tolland,2020-10-21,3,66
Topsfield,2020-10-21,129,4094
Townsend,2020-10-21,50,3910
Truro,2020-10-21,13,812
Tyngsborough,2020-10-21,163,5795
Tyringham,2020-10-21,3,137
Upton,2020-10-21,38,3303
Uxbridge,2020-10-21,116,6095
Wakefield,2020-10-21,434,16954
Wales,2020-10-21,5,633
Walpole,2020-10-21,334,14418
Waltham,2020-10-21,1602,87111
Ware,2020-10-21,53,4702
Wareham,2020-10-21,278,8580
Warren,2020-10-21,32,1848
Warwick,2020-10-21,0,280
Washington,2020-10-21,3,141
Watertown,2020-10-21,485,23614
Wayland,2020-10-21,127,8288
Webster,2020-10-21,363,10874
Wellesley,2020-10-21,303,51182
Wellfleet,2020-10-21,8,1160
Wendell,2020-10-21,0,470
Wenham,2020-10-21,32,4009
West Boylston,2020-10-21,76,4080
West Bridgewater,2020-10-21,170,4612
West Brookfield,2020-10-21,26,2440
West Newbury,2020-10-21,23,2196
West Springfield,2020-10-21,499,13557
West Stockbridge,2020-10-21,8,635
West Tisbury,2020-10-21,16,1998
Westborough,2020-10-21,418,11275
Westfield,2020-10-21,612,18768
Westford,2020-10-21,236,11733
Westhampton,2020-10-21,10,440
Westminster,2020-10-21,43,3552
Weston,2020-10-21,145,9042
Westport,2020-10-21,164,7038
Westwood,2020-10-21,190,9136
Weymouth,2020-10-21,986,26903
Whately,2020-10-21,9,466
Whitman,2020-10-21,246,6645
Wilbraham,2020-10-21,290,13304
Williamsburg,2020-10-21,17,2037
Williamstown,2020-10-21,98,24210
Wilmington,2020-10-21,409,11485
Winchendon,2020-10-21,100,4426
Winchester,2020-10-21,165,15031
Windsor,2020-10-21,3,296
Winthrop,2020-10-21,465,17475
Woburn,2020-10-21,869,23171
Worcester,2020-10-21,6846,226224
Worthington,2020-10-21,3,521
Wrentham,2020-10-21,275,8053
Yarmouth,2020-10-21,148,9542
Abington,2020-10-28,343,8650
Acton,2020-10-28,220,12912
Acushnet,2020-10-28,184,5052
Adams,2020-10-28,46,3677
Agawam,2020-10-28,647,18417
Alford,2020-10-28,3,93
Amesbury,2020-10-28,231,8552
Amherst,2020-10-28,277,117470
Andover,2020-10-28,447,26968
Aquinnah,2020-10-28,3,227
Arlington,2020-10-28,421,31903
Ashburnham,2020-10-28,49,3458
Ashby,2020-10-28,23,1293
Ashfield,2020-10-28,7,795
Ashland,2020-10-28,362,11215
Athol,2020-10-28,110,6837
Attleboro,2020-10-28,995,22027
Auburn,2020-10-28,299,9979
Avon,2020-10-28,98,2494
Ayer,2020-10-28,162,7411
Barnstable,2020-10-28,539,19923
Barre,2020-10-28,75,2689
Becket,2020-10-28,17,707
Bedford,2020-10-28,308,13493
Belchertown,2020-10-28,160,10223
Bellingham,2020-10-28,194,7486
Belmont,2020-10-28,293,19573
Berkley,2020-10-28,113,3324
Berlin,2020-10-28,28,1787
Bernardston,2020-10-28,13,1252
Beverly,2020-10-28,790,46010
Billerica,2020-10-28,777,22642
Blackstone,2020-10-28,90,3993
Blandford,2020-10-28,9,415
Bolton,2020-10-28,23,3145
Boston,2020-10-28,20457,1032439
Bourne,2020-10-28,227,11591
Boxborough,2020-10-28,33,2673
Boxford,2020-10-28,72,4478
Boylston,2020-10-28,32,2693
Braintree,2020-10-28,1008,25000
Brewster,2020-10-28,128,4794
Bridgewater,2020-10-28,471,21204
Brimfield,2020-10-28,20,1630
Brockton,2020-10-28,5266,67726
Brookfield,2020-10-28,27,1686
Brookline,2020-10-28,546,58459
Buckland,2020-10-28,15,144
Burlington,2020-10-28,365,14283
Cambridge,2020-10-28,1302,236296
Canton,2020-10-28,442,16828
Carlisle,2020-10-28,30,2611
Carver,2020-10-28,101,4950
Charlemont,2020-10-28,3,647
Charlton,2020-10-28,134,8305
Chatham,2020-10-28,37,2709
Chelmsford,2020-10-28,565,21364
Chelsea,2020-10-28,3939,42444
Cheshire,2020-10-28,3,1410
Chester,2020-10-28,6,458
Chesterfield,2020-10-28,9,498
Chicopee,2020-10-28,809,29943
Chilmark,2020-10-28,3,1658
Clarksburg,2020-10-28,9,583
Clinton,2020-10-28,359,8034
Cohasset,2020-10-28,48,3811
Colrain,2020-10-28,5,770
Concord,2020-10-28,210,15232
Conway,2020-10-28,3,1020
Cummington,2020-10-28,3,480
Dalton,2020-10-28,28,2817
Danvers,2020-10-28,850,19835
Dartmouth,2020-10-28,596,21802
Dedham,2020-10-28,580,20673
Deerfield,2020-10-28,21,10248
Dennis,2020-10-28,121,5416
Dighton,2020-10-28,96,3532
Douglas,2020-10-28,73,3940
Dover,2020-10-28,35,3677
Dracut,2020-10-28,636,19325
Dudley,2020-10-28,133,18055
Dunstable,2020-10-28,14,1438
Duxbury,2020-10-28,186,9135
East Bridgewater,2020-10-28,252,6560
East Brookfield,2020-10-28,15,983
East Longmeadow,2020-10-28,389,10454
Eastham,2020-10-28,20,1762
Easthampton,2020-10-28,157,17086
Easton,2020-10-28,384,33872
Edgartown,2020-10-28,19,4536
Egremont,2020-10-28,7,444
Erving,2020-10-28,7,1007
Essex,2020-10-28,29,1529
Everett,2020-10-28,2636,36643
Fairhaven,2020-10-28,346,10416
Fall River,2020-10-28,2578,55864
Falmouth,2020-10-28,296,19316
Fitchburg,2020-10-28,1058,24740
Florida,2020-10-28,3,224
Foxborough,2020-10-28,205,18844
Framingham,2020-10-28,2586,49388
Franklin,2020-10-28,248,15633
Freetown,2020-10-28,145,4028
Gardner,2020-10-28,258,13832
Georgetown,2020-10-28,97,4435
Gill,2020-10-28,3,1756
Gloucester,2020-10-28,404,15307
Goshen,2020-10-28,5,274
Gosnold,2020-10-28,5,110
Grafton,2020-10-28,142,11787
Granby,2020-10-28,62,3660
Granville,2020-10-28,15,715
Great Barrington,2020-10-28,85,9024
Greenfield,2020-10-28,243,11514
Groton,2020-10-28,64,8179
Groveland,2020-10-28,57,3460
Hadley,2020-10-28,53,8211
Halifax,2020-10-28,82,3512
Hamilton,2020-10-28,53,3771
Hampden,2020-10-28,110,3044
Hancock,2020-10-28,3,102
Hanover,2020-10-28,151,6929
Hanson,2020-10-28,164,5074
Hardwick,2020-10-28,10,1206
Harvard,2020-10-28,26,3093
Harwich,2020-10-28,173,5860
Hatfield,2020-10-28,22,2033
Haverhill,2020-10-28,1811,45628
Hawley,2020-10-28,0,43
Heath,2020-10-28,0,227
Hingham,2020-10-28,412,14838
Hinsdale,2020-10-28,5,988
Holbrook,2020-10-28,264,5961
Holden,2020-10-28,186,12533
Holland,2020-10-28,14,1110
Holliston,2020-10-28,140,8446
Holyoke,2020-10-28,1319,29812
Hopedale,2020-10-28,65,3445
Hopkinton,2020-10-28,171,10180
Hubbardston,2020-10-28,16,2171
Hudson,2020-10-28,327,10908
Hull,2020-10-28,91,4618
Huntington,2020-10-28,22,1092
Ipswich,2020-10-28,108,7236
Kingston,2020-10-28,218,7950
Lakeville,2020-10-28,117,5170
Lancaster,2020-10-28,124,4082
Lanesborough,2020-10-28,9,1304
Lawrence,2020-10-28,5991,70453
Lee,2020-10-28,27,2567
Leicester,2020-10-28,211,7128
Lenox,2020-10-28,25,3067
Leominster,2020-10-28,913,24470
Leverett,2020-10-28,6,1776
Lexington,2020-10-28,380,18575
Leyden,2020-10-28,0,91
Lincoln,2020-10-28,55,4103
Littleton,2020-10-28,141,5848
Longmeadow,2020-10-28,275,10489
Lowell,2020-10-28,4034,78583
Ludlow,2020-10-28,204,11496
Lunenburg,2020-10-28,89,5192
Lynn,2020-10-28,5444,69931
Lynnfield,2020-10-28,172,7810
Malden,2020-10-28,1777,45759
Manchester,2020-10-28,28,2432
Mansfield,2020-10-28,269,12643
Marblehead,2020-10-28,297,11923
Marion,2020-10-28,23,6617
Marlborough,2020-10-28,1431,28810
Marshfield,2020-10-28,283,11905
Mashpee,2020-10-28,97,7508
Mattapoisett,2020-10-28,59,2959
Maynard,2020-10-28,108,6135
Medfield,2020-10-28,67,7260
Medford,2020-10-28,1376,79787
Medway,2020-10-28,164,7190
Melrose,2020-10-28,378,22973
Mendon,2020-10-28,50,2975
Merrimac,2020-10-28,47,3342
Methuen,2020-10-28,1616,34343
Middleborough,2020-10-28,379,12159
Middlefield,2020-10-28,0,94
Middleton,2020-10-28,370,6295
Milford,2020-10-28,830,17084
Millbury,2020-10-28,265,7210
Millis,2020-10-28,74,4151
Millville,2020-10-28,35,1294
Milton,2020-10-28,458,30727
Monroe,2020-10-28,3,38
Monson,2020-10-28,79,4086
Montague,2020-10-28,31,4824
Monterey,2020-10-28,3,479
Montgomery,2020-10-28,7,117
Mount Washington,2020-10-28,0,31
Nahant,2020-10-28,57,2205
Nantucket,2020-10-28,163,7556
Natick,2020-10-28,545,23370
Needham,2020-10-28,429,24033
New Ashford,2020-10-28,0,59
New Bedford,2020-10-28,3192,54933
New Braintree,2020-10-28,3,406
New Marlborough,2020-10-28,9,426
New Salem,2020-10-28,3,532
Newbury,2020-10-28,28,3788
Newburyport,2020-10-28,179,12470
Newton,2020-10-28,1109,121847
Norfolk,2020-10-28,51,6712
North Adams,2020-10-28,67,9440
North Andover,2020-10-28,658,52154
North Attleborough,2020-10-28,398,13117
North Brookfield,2020-10-28,30,2114
North Reading,2020-10-28,254,9742
Northampton,2020-10-28,336,28580
Northborough,2020-10-28,286,9692
Northbridge,2020-10-28,371,8992
Northfield,2020-10-28,7,1858
Norton,2020-10-28,226,30936
Norwell,2020-10-28,156,6204
Norwood,2020-10-28,754,19962
Oak Bluffs,2020-10-28,13,2963
Oakham,2020-10-28,12,865
Orange,2020-10-28,52,4253
Orleans,2020-10-28,23,2170
Otis,2020-10-28,3,547
Oxford,2020-10-28,132,6525
Palmer,2020-10-28,104,5862
Paxton,2020-10-28,56,10397
Peabody,2020-10-28,1360,33760
Pelham,2020-10-28,3,462
Pembroke,2020-10-28,185,8017
Pepperell,2020-10-28,87,4883
Peru,2020-10-28,3,186
Petersham,2020-10-28,10,597
Phillipston,2020-10-28,19,634
Pittsfield,2020-10-28,255,21899
Plainfield,2020-10-28,3,281
Plainville,2020-10-28,109,4549
Plymouth,2020-10-28,923,30618
Plympton,2020-10-28,15,1194
Princeton,2020-10-28,13,2124
Provincetown,2020-10-28,30,1958
Quincy,2020-10-28,1672,59263
Randolph,2020-10-28,1179,23022
Raynham,2020-10-28,310,7905
Reading,2020-10-28,375,15761
Rehoboth,2020-10-28,109,4553
Revere,2020-10-28,3201,48648
Richmond,2020-10-28,10,612
Rochester,2020-10-28,59,2371
Rockland,2020-10-28,405,8485
Rockport,2020-10-28,93,3201
Rowe,2020-10-28,3,175
Rowley,2020-10-28,76,3500
Royalston,2020-10-28,5,557
Russell,2020-10-28,28,756
Rutland,2020-10-28,74,5091
Salem,2020-10-28,942,33964
Salisbury,2020-10-28,89,4015
Sandisfield,2020-10-28,8,650
Sandwich,2020-10-28,138,8742
Saugus,2020-10-28,865,19932
Savoy,2020-10-28,3,220
Scituate,2020-10-28,267,9543
Seekonk,2020-10-28,183,5400
Sharon,2020-10-28,204,11066
Sheffield,2020-10-28,24,3908
Shelburne,2020-10-28,12,1939
Sherborn,2020-10-28,28,2470
Shirley,2020-10-28,192,5433
Shrewsbury,2020-10-28,497,23829
Shutesbury,2020-10-28,3,1187
Somerset,2020-10-28,332,10045
Somerville,2020-10-28,1429,131472
South Hadley,2020-10-28,229,13585
Southampton,2020-10-28,46,3161
Southborough,2020-10-28,83,8541
Southbridge,2020-10-28,246,8923
Southwick,2020-10-28,79,4398
Spencer,2020-10-28,112,6272
Springfield,2020-10-28,4259,99840
Sterling,2020-10-28,139,5632
Stockbridge,2020-10-28,15,999
Stoneham,2020-10-28,497,15976
Stoughton,2020-10-28,729,16309
Stow,2020-10-28,40,4112
Sturbridge,2020-10-28,70,4667
Sudbury,2020-10-28,245,11067
Sunderland,2020-10-28,25,7921
Sutton,2020-10-28,91,4809
Swampscott,2020-10-28,191,10113
Swansea,2020-10-28,224,7712
Taunton,2020-10-28,1295,33632
Templeton,2020-10-28,137,4424
Tewksbury,2020-10-28,733,23379
Tisbury,2020-10-28,20,5653
Tolland,2020-10-28,3,69
Topsfield,2020-10-28,131,4550
Townsend,2020-10-28,64,4249
Truro,2020-10-28,13,869
Tyngsborough,2020-10-28,180,6189
Tyringham,2020-10-28,3,145
Upton,2020-10-28,39,3606
Uxbridge,2020-10-28,121,6652
Wakefield,2020-10-28,456,18402
Wales,2020-10-28,7,678
Walpole,2020-10-28,349,15624
Waltham,2020-10-28,1683,96881
Ware,2020-10-28,59,5102
Wareham,2020-10-28,299,9246
Warren,2020-10-28,32,1994
Warwick,2020-10-28,0,299
Washington,2020-10-28,3,152
Watertown,2020-10-28,514,25888
Wayland,2020-10-28,135,8982
Webster,2020-10-28,378,11724
Wellesley,2020-10-28,314,56918
Wellfleet,2020-10-28,8,1210
Wendell,2020-10-28,0,506
Wenham,2020-10-28,33,4190
West Boylston,2020-10-28,83,4411
West Bridgewater,2020-10-28,179,4995
West Brookfield,2020-10-28,27,2665
West Newbury,2020-10-28,26,2388
West Springfield,2020-10-28,550,14666
West Stockbridge,2020-10-28,8,678
West Tisbury,2020-10-28,16,2087
Westborough,2020-10-28,436,12424
Westfield,2020-10-28,671,20158
Westford,2020-10-28,238,12579
Westhampton,2020-10-28,10,479
Westminster,2020-10-28,51,3957
Weston,2020-10-28,150,9943
Westport,2020-10-28,192,7704
Westwood,2020-10-28,198,9901
Weymouth,2020-10-28,1028,28813
Whately,2020-10-28,9,511
Whitman,2020-10-28,264,7187
Wilbraham,2020-10-28,298,14515
Williamsburg,2020-10-28,17,2188
Williamstown,2020-10-28,100,27559
Wilmington,2020-10-28,430,12496
Winchendon,2020-10-28,104,4848
Winchester,2020-10-28,193,16652
Windsor,2020-10-28,3,317
Winthrop,2020-10-28,555,19923
Woburn,2020-10-28,906,25023
Worcester,2020-10-28,7088,247624
Worthington,2020-10-28,3,554
Wrentham,2020-10-28,286,8852
Yarmouth,2020-10-28,149,10132
Abington,2020-11-04,358,9305
Acton,2020-11-04,227,14026
Acushnet,2020-11-04,208,5800
Adams,2020-11-04,47,3969
Agawam,2020-11-04,691,19923
Alford,2020-11-04,3,101
Amesbury,2020-11-04,238,9115
Amherst,2020-11-04,300,129670
Andover,2020-11-04,490,29800
Aquinnah,2020-11-04,3,243
Arlington,2020-11-04,440,34787
Ashburnham,2020-11-04,54,3792
Ashby,2020-11-04,26,1422
Ashfield,2020-11-04,8,872
Ashland,2020-11-04,393,12212
Athol,2020-11-04,120,7415
Attleboro,2020-11-04,1050,23817
Auburn,2020-11-04,315,10959
Avon,2020-11-04,105,2662
Ayer,2020-11-04,163,7789
Barnstable,2020-11-04,564,21056
Barre,2020-11-04,76,2884
Becket,2020-11-04,17,748
Bedford,2020-11-04,312,14245
Belchertown,2020-11-04,170,11063
Bellingham,2020-11-04,209,8037
Belmont,2020-11-04,308,21357
Berkley,2020-11-04,121,3622
Berlin,2020-11-04,29,1961
Bernardston,2020-11-04,13,1390
Beverly,2020-11-04,827,50455
Billerica,2020-11-04,817,24478
Blackstone,2020-11-04,94,4291
Blandford,2020-11-04,11,460
Bolton,2020-11-04,27,3472
Boston,2020-11-04,21379,1131610
Bourne,2020-11-04,241,12515
Boxborough,2020-11-04,34,2892
Boxford,2020-11-04,77,4861
Boylston,2020-11-04,37,2945
Braintree,2020-11-04,1040,27130
Brewster,2020-11-04,129,4997
Bridgewater,2020-11-04,492,22907
Brimfield,2020-11-04,20,1753
Brockton,2020-11-04,5437,72019
Brookfield,2020-11-04,29,1823
Brookline,2020-11-04,576,64595
Buckland,2020-11-04,15,150
Burlington,2020-11-04,375,15489
Cambridge,2020-11-04,1362,260485
Canton,2020-11-04,453,18288
Carlisle,2020-11-04,30,2821
Carver,2020-11-04,108,5310
Charlemont,2020-11-04,3,704
Charlton,2020-11-04,141,8813
Chatham,2020-11-04,40,2854
Chelmsford,2020-11-04,604,23014
Chelsea,2020-11-04,4079,45164
Cheshire,2020-11-04,5,1501
Chester,2020-11-04,6,492
Chesterfield,2020-11-04,10,540
Chicopee,2020-11-04,875,32349
Chilmark,2020-11-04,3,1750
Clarksburg,2020-11-04,9,618
Clinton,2020-11-04,378,8698
Cohasset,2020-11-04,50,4129
Colrain,2020-11-04,5,852
Concord,2020-11-04,212,16654
Conway,2020-11-04,3,1086
Cummington,2020-11-04,3,509
Dalton,2020-11-04,29,3028
Danvers,2020-11-04,868,21358
Dartmouth,2020-11-04,664,23825
Dedham,2020-11-04,599,22489
Deerfield,2020-11-04,21,11483
Dennis,2020-11-04,125,5695
Dighton,2020-11-04,111,3858
Douglas,2020-11-04,80,4255
Dover,2020-11-04,38,4053
Dracut,2020-11-04,695,20758
Dudley,2020-11-04,140,19735
Dunstable,2020-11-04,16,1577
Duxbury,2020-11-04,191,9788
East Bridgewater,2020-11-04,262,7032
East Brookfield,2020-11-04,17,1061
East Longmeadow,2020-11-04,422,11481
Eastham,2020-11-04,21,1849
Easthampton,2020-11-04,175,18606
Easton,2020-11-04,406,36973
Edgartown,2020-11-04,23,4833
