Town,date,Count,Tests
Stoughton,2020-09-30,672,12207
Stow,2020-09-30,31,2998
Sturbridge,2020-09-30,55,3329
Sudbury,2020-09-30,222,8176
Sunderland,2020-09-30,16,4609
Sutton,2020-09-30,74,3476
Swampscott,2020-09-30,168,6816
Swansea,2020-09-30,180,5618
Taunton,2020-09-30,1138,25579
Templeton,2020-09-30,128,3323
Tewksbury,2020-09-30,661,15871
Tisbury,2020-09-30,15,4553
Tolland,2020-09-30,3,53
Topsfield,2020-09-30,123,3308
Townsend,2020-09-30,43,3167
Truro,2020-09-30,12,707
Tyngsborough,2020-09-30,136,4583
Tyringham,2020-09-30,3,109
Upton,2020-09-30,35,2510
Uxbridge,2020-09-30,100,4667
Wakefield,2020-09-30,362,12912
Wales,2020-09-30,5,512
Walpole,2020-09-30,308,11248
Waltham,2020-09-30,1413,57225
Ware,2020-09-30,46,3691
Wareham,2020-09-30,248,7083
Warren,2020-09-30,32,1490
Warwick,2020-09-30,0,237
Washington,2020-09-30,3,120
Watertown,2020-09-30,454,17702
Wayland,2020-09-30,123,6422
Webster,2020-09-30,302,8558
Wellesley,2020-09-30,286,32734
Wellfleet,2020-09-30,8,969
Wendell,2020-09-30,0,372
Wenham,2020-09-30,32,3243
West Boylston,2020-09-30,67,3186
West Bridgewater,2020-09-30,159,3528
West Brookfield,2020-09-30,26,2057
West Newbury,2020-09-30,17,1648
West Springfield,2020-09-30,463,10871
West Stockbridge,2020-09-30,8,523
West Tisbury,2020-09-30,16,1694
Westborough,2020-09-30,398,8709
Westfield,2020-09-30,544,14894
Westford,2020-09-30,205,9284
Westhampton,2020-09-30,10,360
Westminster,2020-09-30,41,2848
Weston,2020-09-30,138,6726
Westport,2020-09-30,136,5721
Westwood,2020-09-30,172,7229
Weymouth,2020-09-30,884,21635
Whately,2020-09-30,8,333
Whitman,2020-09-30,223,5254
Wilbraham,2020-09-30,266,9711
Williamsburg,2020-09-30,17,1611
Williamstown,2020-09-30,96,14698
Wilmington,2020-09-30,382,8981
Winchendon,2020-09-30,91,3631
Winchester,2020-09-30,139,11700
Windsor,2020-09-30,3,250
Winthrop,2020-09-30,415,13220
Woburn,2020-09-30,770,18014
Worcester,2020-09-30,6398,170086
Worthington,2020-09-30,3,417
Wrentham,2020-09-30,248,6236
Yarmouth,2020-09-30,141,7889
Abington,2020-10-07,294,6767
Acton,2020-10-07,203,10435
Acushnet,2020-10-07,134,3571
Adams,2020-10-07,46,2909
Agawam,2020-10-07,560,15032
Alford,2020-10-07,3,85
Amesbury,2020-10-07,210,6875
Amherst,2020-10-07,251,80013
Andover,2020-10-07,401,20077
Aquinnah,2020-10-07,3,196
Arlington,2020-10-07,374,23974
Ashburnham,2020-10-07,38,2821
Ashby,2020-10-07,18,1029
Ashfield,2020-10-07,7,635
Ashland,2020-10-07,311,8739
Athol,2020-10-07,93,5438
Attleboro,2020-10-07,887,17091
Auburn,2020-10-07,275,7900
Avon,2020-10-07,90,2032
Ayer,2020-10-07,153,6457
Barnstable,2020-10-07,481,16230
Barre,2020-10-07,68,2133
Becket,2020-10-07,16,591
Bedford,2020-10-07,281,11452
Belchertown,2020-10-07,142,7740
Bellingham,2020-10-07,170,5972
Belmont,2020-10-07,272,14624
Berkley,2020-10-07,90,2658
Berlin,2020-10-07,25,1373
Bernardston,2020-10-07,8,964
Beverly,2020-10-07,706,33330
Billerica,2020-10-07,686,17930
Blackstone,2020-10-07,78,3082
Blandford,2020-10-07,3,318
Bolton,2020-10-07,14,2454
Boston,2020-10-07,18339,763311
Bourne,2020-10-07,200,8996
Boxborough,2020-10-07,31,2137
Boxford,2020-10-07,59,3445
Boylston,2020-10-07,26,2076
Braintree,2020-10-07,932,19522
Brewster,2020-10-07,121,3909
Bridgewater,2020-10-07,423,16297
Brimfield,2020-10-07,15,1314
Brockton,2020-10-07,4884,54095
Brookfield,2020-10-07,26,1399
Brookline,2020-10-07,509,44007
Buckland,2020-10-07,8,111
Burlington,2020-10-07,323,11194
Cambridge,2020-10-07,1204,165124
Canton,2020-10-07,386,13247
Carlisle,2020-10-07,25,2088
Carver,2020-10-07,82,3966
Charlemont,2020-10-07,3,517
Charlton,2020-10-07,123,6784
Chatham,2020-10-07,35,2226
Chelmsford,2020-10-07,473,16748
Chelsea,2020-10-07,3685,34833
Cheshire,2020-10-07,3,1139
Chester,2020-10-07,6,382
Chesterfield,2020-10-07,5,393
Chicopee,2020-10-07,666,23608
Chilmark,2020-10-07,3,1441
Clarksburg,2020-10-07,9,452
Clinton,2020-10-07,319,6512
Cohasset,2020-10-07,36,2857
Colrain,2020-10-07,3,585
Concord,2020-10-07,200,11973
Conway,2020-10-07,3,819
Cummington,2020-10-07,3,377
Dalton,2020-10-07,22,2326
Danvers,2020-10-07,805,15897
Dartmouth,2020-10-07,508,16744
Dedham,2020-10-07,527,16470
Deerfield,2020-10-07,18,6782
Dennis,2020-10-07,113,4445
Dighton,2020-10-07,77,2778
Douglas,2020-10-07,58,3077
Dover,2020-10-07,27,2812
Dracut,2020-10-07,573,15618
Dudley,2020-10-07,123,12994
Dunstable,2020-10-07,10,1087
Duxbury,2020-10-07,157,7110
East Bridgewater,2020-10-07,224,5237
East Brookfield,2020-10-07,13,777
East Longmeadow,2020-10-07,328,8146
Eastham,2020-10-07,16,1460
Easthampton,2020-10-07,131,12688
Easton,2020-10-07,361,25054
Edgartown,2020-10-07,17,3871
Egremont,2020-10-07,7,353
Erving,2020-10-07,6,756
Essex,2020-10-07,29,1214
Everett,2020-10-07,2364,29392
Fairhaven,2020-10-07,285,7555
Fall River,2020-10-07,2172,46089
Falmouth,2020-10-07,281,15728
Fitchburg,2020-10-07,894,20164
Florida,2020-10-07,3,180
Foxborough,2020-10-07,176,14787
Framingham,2020-10-07,2338,37460
Franklin,2020-10-07,206,12333
Freetown,2020-10-07,129,3146
Gardner,2020-10-07,217,11471
Georgetown,2020-10-07,80,3393
Gill,2020-10-07,3,1478
Gloucester,2020-10-07,306,10244
Goshen,2020-10-07,5,220
Gosnold,2020-10-07,5,110
Grafton,2020-10-07,121,8903
Granby,2020-10-07,49,2791
Granville,2020-10-07,13,571
Great Barrington,2020-10-07,84,7287
Greenfield,2020-10-07,231,9135
Groton,2020-10-07,53,6252
Groveland,2020-10-07,53,2662
Hadley,2020-10-07,52,6130
Halifax,2020-10-07,73,2794
Hamilton,2020-10-07,49,3027
Hampden,2020-10-07,108,2342
Hancock,2020-10-07,3,87
Hanover,2020-10-07,102,5172
Hanson,2020-10-07,132,3941
Hardwick,2020-10-07,11,1039
Harvard,2020-10-07,22,2455
Harwich,2020-10-07,162,4918
Hatfield,2020-10-07,21,1581
Haverhill,2020-10-07,1628,34821
Hawley,2020-10-07,0,40
Heath,2020-10-07,0,176
Hingham,2020-10-07,352,11131
Hinsdale,2020-10-07,5,813
Holbrook,2020-10-07,236,4708
Holden,2020-10-07,171,9954
Holland,2020-10-07,12,883
Holliston,2020-10-07,104,6591
Holyoke,2020-10-07,1178,24160
Hopedale,2020-10-07,58,2797
Hopkinton,2020-10-07,147,7971
Hubbardston,2020-10-07,10,1650
Hudson,2020-10-07,272,8488
Hull,2020-10-07,84,3700
Huntington,2020-10-07,19,865
Ipswich,2020-10-07,93,5732
Kingston,2020-10-07,172,6088
Lakeville,2020-10-07,90,4054
Lancaster,2020-10-07,117,3385
Lanesborough,2020-10-07,8,1045
Lawrence,2020-10-07,5002,55765
Lee,2020-10-07,23,2128
Leicester,2020-10-07,191,5708
Lenox,2020-10-07,20,2556
Leominster,2020-10-07,797,19925
Leverett,2020-10-07,5,1335
Lexington,2020-10-07,362,14429
Leyden,2020-10-07,0,70
Lincoln,2020-10-07,51,3316
Littleton,2020-10-07,122,4688
Longmeadow,2020-10-07,258,8075
Lowell,2020-10-07,3612,64158
Ludlow,2020-10-07,176,8947
Lunenburg,2020-10-07,79,4225
Lynn,2020-10-07,4950,57573
Lynnfield,2020-10-07,147,5998
Malden,2020-10-07,1597,35734
Manchester,2020-10-07,24,1890
Mansfield,2020-10-07,223,9726
Marblehead,2020-10-07,277,9694
Marion,2020-10-07,20,4942
Marlborough,2020-10-07,1274,22718
Marshfield,2020-10-07,218,9359
Mashpee,2020-10-07,87,6165
Mattapoisett,2020-10-07,48,2261
Maynard,2020-10-07,96,4899
Medfield,2020-10-07,49,5668
Medford,2020-10-07,1272,57414
Medway,2020-10-07,149,5619
Melrose,2020-10-07,342,17805
Mendon,2020-10-07,43,2304
Merrimac,2020-10-07,46,2654
Methuen,2020-10-07,1386,27072
Middleborough,2020-10-07,327,9709
Middlefield,2020-10-07,0,75
Middleton,2020-10-07,340,4915
Milford,2020-10-07,773,14111
Millbury,2020-10-07,248,5787
Millis,2020-10-07,64,3254
Millville,2020-10-07,29,1005
Milton,2020-10-07,399,23351
Monroe,2020-10-07,3,33
Monson,2020-10-07,69,3255
Montague,2020-10-07,30,3865
Monterey,2020-10-07,3,377
Montgomery,2020-10-07,7,100
Mount Washington,2020-10-07,0,23
Nahant,2020-10-07,49,1739
Nantucket,2020-10-07,125,6200
Natick,2020-10-07,499,17927
Needham,2020-10-07,411,18293
New Ashford,2020-10-07,0,48
New Bedford,2020-10-07,2764,44697
New Braintree,2020-10-07,3,322
New Marlborough,2020-10-07,9,357
New Salem,2020-10-07,3,422
Newbury,2020-10-07,22,2688
Newburyport,2020-10-07,142,9492
Newton,2020-10-07,1001,84839
Norfolk,2020-10-07,45,5537
North Adams,2020-10-07,64,7337
North Andover,2020-10-07,568,36405
North Attleborough,2020-10-07,349,10049
North Brookfield,2020-10-07,26,1706
North Reading,2020-10-07,234,7422
Northampton,2020-10-07,325,22335
Northborough,2020-10-07,256,7189
Northbridge,2020-10-07,357,7298
Northfield,2020-10-07,3,1503
Norton,2020-10-07,193,21695
Norwell,2020-10-07,144,4652
Norwood,2020-10-07,688,15877
Oak Bluffs,2020-10-07,10,2520
Oakham,2020-10-07,11,691
Orange,2020-10-07,50,3407
Orleans,2020-10-07,22,1773
Otis,2020-10-07,3,429
Oxford,2020-10-07,104,5178
Palmer,2020-10-07,86,4604
Paxton,2020-10-07,48,7478
Peabody,2020-10-07,1224,27184
Pelham,2020-10-07,3,375
Pembroke,2020-10-07,135,6255
Pepperell,2020-10-07,73,3907
Peru,2020-10-07,3,161
Petersham,2020-10-07,8,467
Phillipston,2020-10-07,19,525
Pittsfield,2020-10-07,234,18466
Plainfield,2020-10-07,3,232
Plainville,2020-10-07,95,3487
Plymouth,2020-10-07,776,24293
Plympton,2020-10-07,15,964
Princeton,2020-10-07,9,1678
Provincetown,2020-10-07,30,1729
Quincy,2020-10-07,1528,46893
Randolph,2020-10-07,1083,18611
Raynham,2020-10-07,275,6279
Reading,2020-10-07,349,12419
Rehoboth,2020-10-07,92,3457
Revere,2020-10-07,2741,38221
Richmond,2020-10-07,7,500
Rochester,2020-10-07,48,1854
Rockland,2020-10-07,345,6751
Rockport,2020-10-07,88,2490
Rowe,2020-10-07,0,132
Rowley,2020-10-07,73,2856
Royalston,2020-10-07,3,414
Russell,2020-10-07,23,575
Rutland,2020-10-07,69,3957
Salem,2020-10-07,860,26573
Salisbury,2020-10-07,72,3141
Sandisfield,2020-10-07,8,557
Sandwich,2020-10-07,124,6898
Saugus,2020-10-07,734,15440
Savoy,2020-10-07,3,178
Scituate,2020-10-07,237,7424
Seekonk,2020-10-07,134,4089
Sharon,2020-10-07,192,8792
Sheffield,2020-10-07,20,2142
Shelburne,2020-10-07,9,1475
Sherborn,2020-10-07,25,1918
Shirley,2020-10-07,186,4750
Shrewsbury,2020-10-07,428,18411
Shutesbury,2020-10-07,3,925
Somerset,2020-10-07,250,7827
Somerville,2020-10-07,1314,93592
South Hadley,2020-10-07,221,10314
Southampton,2020-10-07,39,2491
Southborough,2020-10-07,64,5915
Southbridge,2020-10-07,229,7312
Southwick,2020-10-07,71,3531
Spencer,2020-10-07,108,5044
Springfield,2020-10-07,3729,78425
Sterling,2020-10-07,134,4569
Stockbridge,2020-10-07,15,851
Stoneham,2020-10-07,460,12391
Stoughton,2020-10-07,687,13179
Stow,2020-10-07,32,3260
Sturbridge,2020-10-07,58,3636
Sudbury,2020-10-07,225,8839
Sunderland,2020-10-07,21,5427
Sutton,2020-10-07,79,3786
Swampscott,2020-10-07,168,7522
Swansea,2020-10-07,185,6004
Taunton,2020-10-07,1171,27265
Templeton,2020-10-07,128,3561
Tewksbury,2020-10-07,677,17622
Tisbury,2020-10-07,15,4766
Tolland,2020-10-07,3,55
Topsfield,2020-10-07,124,3540
Townsend,2020-10-07,45,3385
Truro,2020-10-07,13,734
Tyngsborough,2020-10-07,142,4969
Tyringham,2020-10-07,3,115
Upton,2020-10-07,36,2749
Uxbridge,2020-10-07,105,5081
Wakefield,2020-10-07,371,14097
Wales,2020-10-07,5,553
Walpole,2020-10-07,315,12328
Waltham,2020-10-07,1471,66264
Ware,2020-10-07,46,4047
Wareham,2020-10-07,256,7609
Warren,2020-10-07,32,1613
Warwick,2020-10-07,0,252
Washington,2020-10-07,3,131
Watertown,2020-10-07,462,19545
Wayland,2020-10-07,124,7044
Webster,2020-10-07,317,9192
Wellesley,2020-10-07,296,41351
Wellfleet,2020-10-07,8,1023
Wendell,2020-10-07,0,405
Wenham,2020-10-07,32,3440
West Boylston,2020-10-07,69,3503
West Bridgewater,2020-10-07,160,3866
West Brookfield,2020-10-07,26,2171
West Newbury,2020-10-07,21,1830
West Springfield,2020-10-07,468,11790
West Stockbridge,2020-10-07,8,554
West Tisbury,2020-10-07,16,1787
Westborough,2020-10-07,400,9512
Westfield,2020-10-07,557,16282
Westford,2020-10-07,213,10075
Westhampton,2020-10-07,10,385
Westminster,2020-10-07,42,3073
Weston,2020-10-07,139,7461
Westport,2020-10-07,144,6089
Westwood,2020-10-07,176,7840
Weymouth,2020-10-07,907,23167
Whately,2020-10-07,9,393
Whitman,2020-10-07,226,5679
Wilbraham,2020-10-07,272,10929
Williamsburg,2020-10-07,17,1738
Williamstown,2020-10-07,97,17615
Wilmington,2020-10-07,390,9760
Winchendon,2020-10-07,96,3905
Winchester,2020-10-07,146,12704
Windsor,2020-10-07,3,261
Winthrop,2020-10-07,435,14522
Woburn,2020-10-07,812,19705
Worcester,2020-10-07,6538,188270
Worthington,2020-10-07,3,455
Wrentham,2020-10-07,253,6711
Yarmouth,2020-10-07,144,8423
Abington,2020-10-14,314,7320
Acton,2020-10-14,208,11275
Acushnet,2020-10-14,143,3845
Adams,2020-10-14,46,3161
Agawam,2020-10-14,569,16043
Alford,2020-10-14,3,86
Amesbury,2020-10-14,217,7432
Amherst,2020-10-14,264,92389
Andover,2020-10-14,415,22161
Aquinnah,2020-10-14,3,207
Arlington,2020-10-14,378,26424
Ashburnham,2020-10-14,38,2987
Ashby,2020-10-14,18,1106
Ashfield,2020-10-14,7,691
Ashland,2020-10-14,324,9458
Athol,2020-10-14,94,5791
Attleboro,2020-10-14,934,18688
Auburn,2020-10-14,283,8553
Avon,2020-10-14,92,2182
Ayer,2020-10-14,157,6760
Barnstable,2020-10-14,496,17304
Barre,2020-10-14,71,2282
Becket,2020-10-14,17,626
Bedford,2020-10-14,283,12096
Belchertown,2020-10-14,147,8520
Bellingham,2020-10-14,175,6445
Belmont,2020-10-14,275,16136
Berkley,2020-10-14,97,2852
Berlin,2020-10-14,27,1513
Bernardston,2020-10-14,9,1052
Beverly,2020-10-14,716,36542
Billerica,2020-10-14,710,19482
Blackstone,2020-10-14,81,3374
Blandford,2020-10-14,3,340
Bolton,2020-10-14,17,2693
Boston,2020-10-14,18857,839095
Bourne,2020-10-14,204,9657
Boxborough,2020-10-14,31,2324
Boxford,2020-10-14,62,3757
Boylston,2020-10-14,27,2258
Braintree,2020-10-14,954,21070
Brewster,2020-10-14,125,4226
Bridgewater,2020-10-14,433,17628
Brimfield,2020-10-14,18,1411
Brockton,2020-10-14,4975,58753
Brookfield,2020-10-14,27,1505
Brookline,2020-10-14,521,48284
Buckland,2020-10-14,8,117
Burlington,2020-10-14,337,12225
Cambridge,2020-10-14,1241,188193
Canton,2020-10-14,401,14307
Carlisle,2020-10-14,25,2260
Carver,2020-10-14,89,4245
Charlemont,2020-10-14,3,561
Charlton,2020-10-14,126,7273
Chatham,2020-10-14,34,2434
Chelmsford,2020-10-14,502,18453
Chelsea,2020-10-14,3755,37288
Cheshire,2020-10-14,3,1234
Chester,2020-10-14,6,409
Chesterfield,2020-10-14,7,431
Chicopee,2020-10-14,697,25556
Chilmark,2020-10-14,3,1528
Clarksburg,2020-10-14,9,494
Clinton,2020-10-14,328,6956
Cohasset,2020-10-14,38,3086
Colrain,2020-10-14,3,651
Concord,2020-10-14,204,12880
Conway,2020-10-14,3,876
Cummington,2020-10-14,3,421
Dalton,2020-10-14,23,2460
Danvers,2020-10-14,816,17086
Dartmouth,2020-10-14,531,18089
Dedham,2020-10-14,532,17786
Deerfield,2020-10-14,18,7794
Dennis,2020-10-14,117,4777
Dighton,2020-10-14,79,2986
Douglas,2020-10-14,63,3347
Dover,2020-10-14,27,3055
Dracut,2020-10-14,589,16806
Dudley,2020-10-14,129,14652
Dunstable,2020-10-14,10,1191
Duxbury,2020-10-14,167,7794
East Bridgewater,2020-10-14,232,5623
East Brookfield,2020-10-14,14,836
East Longmeadow,2020-10-14,340,8769
Eastham,2020-10-14,16,1553
Easthampton,2020-10-14,139,14095
Easton,2020-10-14,365,27855
Edgartown,2020-10-14,17,4120
Egremont,2020-10-14,7,384
Erving,2020-10-14,6,820
Essex,2020-10-14,29,1300
Everett,2020-10-14,2458,31588
Fairhaven,2020-10-14,297,8163
Fall River,2020-10-14,2231,48614
Falmouth,2020-10-14,286,16910
Fitchburg,2020-10-14,907,21410
Florida,2020-10-14,3,195
Foxborough,2020-10-14,185,16073
Framingham,2020-10-14,2435,40984
Franklin,2020-10-14,221,13445
Freetown,2020-10-14,133,3395
Gardner,2020-10-14,221,12091
Georgetown,2020-10-14,83,3724
Gill,2020-10-14,3,1537
Gloucester,2020-10-14,343,11095
Goshen,2020-10-14,5,234
Gosnold,2020-10-14,5,110
Grafton,2020-10-14,125,9682
Granby,2020-10-14,49,3041
Granville,2020-10-14,13,615
Great Barrington,2020-10-14,84,7873
Greenfield,2020-10-14,231,9800
Groton,2020-10-14,58,6612
Groveland,2020-10-14,54,2939
Hadley,2020-10-14,52,6842
Halifax,2020-10-14,74,3032
Hamilton,2020-10-14,49,3268
Hampden,2020-10-14,109,2580
Hancock,2020-10-14,3,91
Hanover,2020-10-14,118,5691
Hanson,2020-10-14,146,4363
Hardwick,2020-10-14,11,1087
Harvard,2020-10-14,22,2691
Harwich,2020-10-14,164,5198
Hatfield,2020-10-14,22,1727
Haverhill,2020-10-14,1700,38857
Hawley,2020-10-14,0,40
Heath,2020-10-14,0,191
Hingham,2020-10-14,371,12223
Hinsdale,2020-10-14,5,870
Holbrook,2020-10-14,249,5107
Holden,2020-10-14,173,10691
Holland,2020-10-14,14,945
Holliston,2020-10-14,115,7178
Holyoke,2020-10-14,1211,25872
Hopedale,2020-10-14,59,3015
Hopkinton,2020-10-14,153,8619
Hubbardston,2020-10-14,11,1780
Hudson,2020-10-14,293,9429
Hull,2020-10-14,87,3995
Huntington,2020-10-14,19,929
Ipswich,2020-10-14,92,6181
Kingston,2020-10-14,197,6691
Lakeville,2020-10-14,92,4342
Lancaster,2020-10-14,118,3603
Lanesborough,2020-10-14,8,1120
Lawrence,2020-10-14,5284,60241
Lee,2020-10-14,24,2255
Leicester,2020-10-14,194,6144
Lenox,2020-10-14,21,2678
Leominster,2020-10-14,807,21213
Leverett,2020-10-14,5,1486
Lexington,2020-10-14,369,15765
Leyden,2020-10-14,0,73
Lincoln,2020-10-14,53,3579
Littleton,2020-10-14,128,5079
Longmeadow,2020-10-14,260,8816
Lowell,2020-10-14,3712,68766
Ludlow,2020-10-14,186,9734
Lunenburg,2020-10-14,79,4494
Lynn,2020-10-14,5054,61247
Lynnfield,2020-10-14,156,6556
Malden,2020-10-14,1646,38762
Manchester,2020-10-14,26,2060
Mansfield,2020-10-14,234,10576
Marblehead,2020-10-14,286,10426
Marion,2020-10-14,21,5822
Marlborough,2020-10-14,1339,24830
Marshfield,2020-10-14,237,10137
Mashpee,2020-10-14,89,6547
Mattapoisett,2020-10-14,53,2445
Maynard,2020-10-14,98,5326
Medfield,2020-10-14,55,6138
Medford,2020-10-14,1301,64609
Medway,2020-10-14,154,6176
Melrose,2020-10-14,350,19620
Mendon,2020-10-14,43,2515
Merrimac,2020-10-14,47,2906
Methuen,2020-10-14,1435,29186
Middleborough,2020-10-14,349,10325
Middlefield,2020-10-14,0,82
Middleton,2020-10-14,357,5474
Milford,2020-10-14,788,15154
Millbury,2020-10-14,251,6196
Millis,2020-10-14,71,3539
Millville,2020-10-14,33,1091
Milton,2020-10-14,430,25897
Monroe,2020-10-14,3,34
Monson,2020-10-14,72,3487
Montague,2020-10-14,30,4144
Monterey,2020-10-14,3,419
Montgomery,2020-10-14,7,106
Mount Washington,2020-10-14,0,25
Nahant,2020-10-14,49,1866
Nantucket,2020-10-14,131,6547
Natick,2020-10-14,509,19614
Needham,2020-10-14,415,20104
New Ashford,2020-10-14,0,54
New Bedford,2020-10-14,2859,47175
New Braintree,2020-10-14,3,347
New Marlborough,2020-10-14,9,380
New Salem,2020-10-14,3,450
Newbury,2020-10-14,22,3082
Newburyport,2020-10-14,149,10642
Newton,2020-10-14,1030,94314
Norfolk,2020-10-14,46,5899
North Adams,2020-10-14,64,7880
North Andover,2020-10-14,588,41296
North Attleborough,2020-10-14,357,10893
North Brookfield,2020-10-14,27,1825
North Reading,2020-10-14,238,8094
Northampton,2020-10-14,328,24262
Northborough,2020-10-14,265,8015
Northbridge,2020-10-14,364,7979
Northfield,2020-10-14,3,1611
Norton,2020-10-14,202,24543
Norwell,2020-10-14,149,5023
Norwood,2020-10-14,707,17152
Oak Bluffs,2020-10-14,11,2672
Oakham,2020-10-14,11,743
Orange,2020-10-14,50,3628
Orleans,2020-10-14,22,1903
Otis,2020-10-14,3,456
Oxford,2020-10-14,119,5595
Palmer,2020-10-14,89,4979
Paxton,2020-10-14,51,8467
Peabody,2020-10-14,1250,29052
Pelham,2020-10-14,3,408
Pembroke,2020-10-14,149,6805
Pepperell,2020-10-14,80,4207
Peru,2020-10-14,3,168
Petersham,2020-10-14,8,510
Phillipston,2020-10-14,19,561
Pittsfield,2020-10-14,236,19594
Plainfield,2020-10-14,3,250
Plainville,2020-10-14,99,3807
Plymouth,2020-10-14,831,26008
Plympton,2020-10-14,15,1042
Princeton,2020-10-14,9,1824
Provincetown,2020-10-14,30,1803
Quincy,2020-10-14,1575,50788
Randolph,2020-10-14,1118,19920
Raynham,2020-10-14,284,6769
Reading,2020-10-14,353,13455
Rehoboth,2020-10-14,99,3785
Revere,2020-10-14,2843,41402
Richmond,2020-10-14,7,536
Rochester,2020-10-14,51,1978
Rockland,2020-10-14,362,7205
Rockport,2020-10-14,90,2675
Rowe,2020-10-14,0,146
Rowley,2020-10-14,74,3132
Royalston,2020-10-14,3,440
Russell,2020-10-14,25,623
Rutland,2020-10-14,71,4314
Salem,2020-10-14,880,28814
Salisbury,2020-10-14,76,3405
Sandisfield,2020-10-14,8,575
Sandwich,2020-10-14,126,7409
Saugus,2020-10-14,762,16841
Savoy,2020-10-14,3,187
Scituate,2020-10-14,247,8045
Seekonk,2020-10-14,141,4469
Sharon,2020-10-14,197,9449
Sheffield,2020-10-14,21,2777
Shelburne,2020-10-14,9,1602
Sherborn,2020-10-14,25,2090
Shirley,2020-10-14,186,4933
Shrewsbury,2020-10-14,454,20000
Shutesbury,2020-10-14,3,1007
Somerset,2020-10-14,262,8352
Somerville,2020-10-14,1350,105834
South Hadley,2020-10-14,221,11316
Southampton,2020-10-14,39,2686
Southborough,2020-10-14,68,6735
Southbridge,2020-10-14,232,7829
Southwick,2020-10-14,74,3783
Spencer,2020-10-14,108,5416
Springfield,2020-10-14,3857,84789
Sterling,2020-10-14,134,4879
Stockbridge,2020-10-14,15,890
Stoneham,2020-10-14,474,13479
Stoughton,2020-10-14,697,14097
Stow,2020-10-14,35,3543
Sturbridge,2020-10-14,60,3919
Sudbury,2020-10-14,231,9635
Sunderland,2020-10-14,23,6266
Sutton,2020-10-14,83,4062
Swampscott,2020-10-14,176,8248
Swansea,2020-10-14,188,6419
Taunton,2020-10-14,1189,29204
Templeton,2020-10-14,129,3786
Tewksbury,2020-10-14,683,18832
Tisbury,2020-10-14,17,5056
Tolland,2020-10-14,3,66
Topsfield,2020-10-14,125,3798
Townsend,2020-10-14,47,3615
Truro,2020-10-14,13,768
Tyngsborough,2020-10-14,151,5441
Tyringham,2020-10-14,3,129
Upton,2020-10-14,37,3029
Uxbridge,2020-10-14,111,5516
Wakefield,2020-10-14,395,15414
Wales,2020-10-14,5,586
Walpole,2020-10-14,324,13355
Waltham,2020-10-14,1520,75802
Ware,2020-10-14,47,4361
Wareham,2020-10-14,266,8048
Warren,2020-10-14,32,1726
Warwick,2020-10-14,0,264
Washington,2020-10-14,3,136
Watertown,2020-10-14,471,21509
Wayland,2020-10-14,124,7640
Webster,2020-10-14,343,10078
Wellesley,2020-10-14,299,45960
Wellfleet,2020-10-14,8,1085
Wendell,2020-10-14,0,439
Wenham,2020-10-14,32,3787
West Boylston,2020-10-14,75,3787
West Bridgewater,2020-10-14,162,4176
West Brookfield,2020-10-14,26,2312
West Newbury,2020-10-14,22,2045
West Springfield,2020-10-14,477,12656
West Stockbridge,2020-10-14,8,590
West Tisbury,2020-10-14,16,1890
Westborough,2020-10-14,413,10408
Westfield,2020-10-14,580,17328
Westford,2020-10-14,226,10941
Westhampton,2020-10-14,10,405
Westminster,2020-10-14,43,3310
Weston,2020-10-14,140,8140
Westport,2020-10-14,152,6487
Westwood,2020-10-14,181,8445
Weymouth,2020-10-14,952,24815
Whately,2020-10-14,9,424
Whitman,2020-10-14,237,6145
Wilbraham,2020-10-14,281,12113
Williamsburg,2020-10-14,17,1875
Williamstown,2020-10-14,97,20938
Wilmington,2020-10-14,400,10601
Winchendon,2020-10-14,98,4140
Winchester,2020-10-14,152,13860
Windsor,2020-10-14,3,278
Winthrop,2020-10-14,442,15974
Woburn,2020-10-14,840,21464
Worcester,2020-10-14,6673,206766
Worthington,2020-10-14,3,484
Wrentham,2020-10-14,260,7304
Yarmouth,2020-10-14,147,8971
Abington,2020-10-21,323,7955
Acton,2020-10-21,211,12012
Acushnet,2020-10-21,158,4397
Adams,2020-10-21,46,3403
Agawam,2020-10-21,587,17104
Alford,2020-10-21,3,88
Amesbury,2020-10-21,223,7960
Amherst,2020-10-21,270,104961
Andover,2020-10-21,427,24336
Aquinnah,2020-10-21,3,214
Arlington,2020-10-21,399,29079
Ashburnham,2020-10-21,40,3153
Ashby,2020-10-21,19,1182
Ashfield,2020-10-21,7,735
Ashland,2020-10-21,347,10287
Athol,2020-10-21,96,6233
Attleboro,2020-10-21,958,20280
Auburn,2020-10-21,289,9213
Avon,2020-10-21,97,2340
Ayer,2020-10-21,159,7111
Barnstable,2020-10-21,507,18614
Barre,2020-10-21,71,2475
Becket,2020-10-21,17,658
Bedford,2020-10-21,295,12785
Belchertown,2020-10-21,155,9336
Bellingham,2020-10-21,184,6935
Belmont,2020-10-21,282,17801
Berkley,2020-10-21,101,3059
Berlin,2020-10-21,28,1637
Bernardston,2020-10-21,11,1144
Beverly,2020-10-21,738,41245
Billerica,2020-10-21,730,21026
Blackstone,2020-10-21,83,3686
Blandford,2020-10-21,3,378
Bolton,2020-10-21,21,2905
Boston,2020-10-21,19507,933870
Bourne,2020-10-21,206,10509
Boxborough,2020-10-21,31,2480
Boxford,2020-10-21,69,4090
Boylston,2020-10-21,27,2462
Braintree,2020-10-21,974,22967
